9.034160856941832337e-05	1.459316767655693958e+00	-6.806753176558126839e-01	-6.367985856145625956e-01	3.317641369651594285e+00	-2.166463044775921998e-01
4.441811170270198485e-03	-5.434162295698489187e-01	1.116514415028438956e-01	-6.212742138977620510e-01	1.188736414247387074e+00	-7.610528995142967768e-01
2.215138195308768900e-03	-8.091193162056289356e-01	-3.351645467243867804e-01	-6.739947275389290837e-03	3.097530443930296418e-02	-1.047569944639339834e+00
1.909610596769927048e-03	1.922572780381349711e-01	8.425513987974512231e-01	-4.170552338285504201e-01	2.737915039879282642e+00	-7.715910138888271153e-01
3.295215730349155170e-04	3.426458585029507065e-01	-8.853824586976311029e-01	-2.397318117719057229e-01	3.215875077763343359e+00	7.381089155709028571e-01
1.356151498634350708e-03	3.090237630972730853e-01	1.657361301904939577e+00	-1.142268973099574536e+00	1.521576269947854332e+00	-3.877372983513744376e-01
1.803599841053742841e-03	-5.738608650874041928e-01	3.941640489744734355e-01	1.233565951060941357e+00	-6.666124696378485925e-01	2.579767585281481090e-01
4.475191233534359819e-04	-1.162027406323211220e+00	1.063792851458895461e+00	-3.378585953523794427e-01	3.549672593030816170e+00	1.280691730660727723e+00
1.316210236211397830e-03	-5.303123213639602263e-01	1.543346867055776617e+00	-1.325750855858233379e+00	2.320114921298128685e+00	5.184704552299197744e-02
1.003004776486253816e-03	-1.452873321363316705e+00	1.030755081872806400e+00	-8.065759031142514246e-01	3.382995675170746619e+00	5.503698070593718988e-02
2.520513428978315919e-04	-9.240744785612878820e-01	7.080902088003728778e-01	1.990156073043870544e+00	-7.221668293523286764e-01	2.303288372348728519e-01
9.889121864786697396e-04	1.233258759794281456e+00	1.260457878445294666e+00	1.071662155267694150e-01	1.260353104165108595e+00	-5.745082183394905062e-01
3.215303489961038189e-04	1.506885082512479990e+00	1.739460323141495679e-01	9.620276021710751913e-01	1.533770209368471749e+00	3.074806646027382628e-01
1.585248480199786495e-04	-1.915355004357750524e+00	-9.650687322600066675e-01	6.389109141806352810e-01	-1.564688356558944227e-01	1.203545198265908445e+00
1.008064833365090616e-03	-1.387874529931351741e+00	1.924652940762097586e+00	-1.185839654426889211e+00	1.261166776086028340e+00	7.124770253740392301e-02
3.251841802427324780e-03	-8.234466229502421797e-01	6.230056002628302503e-01	1.020102590471117843e+00	1.032522918919794197e+00	-2.538694206032016676e-01
2.059637522866077704e-03	-1.453655828309665443e+00	9.931821037971924060e-01	6.968583699544663723e-01	6.864757815756994397e-02	8.205834835275278571e-01
6.432837936526817312e-03	-9.198219545620205384e-01	-7.140662909523387558e-02	3.401818408845777575e-02	1.025918246289114766e+00	-8.499889452224945741e-02
9.734639480981582479e-03	-7.030032619620130152e-01	5.646182140076423384e-01	-1.786420240092546075e-01	4.648289517878401167e-01	-1.097174252958721258e-01
2.582040340959480557e-03	-3.758084020397254865e-01	1.465917048265440670e+00	-2.509013326845416225e-03	2.557039032172992776e+00	5.079514853852448164e-01
7.332822870313673467e-04	-2.451488582929741700e-01	-1.137126437771766030e-01	6.969008801663680863e-01	2.490622771505853095e+00	-1.184365005682713523e+00
2.751275999832885396e-03	-1.096468435937942854e+00	1.780391519664472177e+00	-2.253457355238371318e-01	9.739862364053103461e-01	-5.352975253805699607e-01
4.877123632636078425e-04	-1.105217080494244719e+00	4.858236269159624809e-01	-1.854342114176120715e+00	-1.367891807638817792e+00	-4.161345514452073346e-01
1.055595952851114735e-03	-2.050294615357373118e+00	8.434273482965903845e-01	9.287317093423008707e-01	-1.166028585887587399e-01	-1.245540209045090246e-01
3.628449320076471900e-04	-1.116824280495062993e+00	-7.867531792819304481e-02	-2.104429200856084314e+00	-3.823291349251440874e-01	-1.919506963947326672e-01
1.425717760494530587e-03	-1.041520584207549671e+00	-9.619486765483076240e-01	-2.148486247532586935e-01	-5.480497746096602008e-01	-1.970006577433867645e-01
3.299187783704739425e-03	-6.606844175597124114e-01	1.340284994906388416e+00	7.157871575356702376e-01	-4.608695117657510831e-01	2.442934213338304739e-01
1.347299698626424876e-03	-8.058974635403481912e-01	7.970391355529200528e-01	1.090075455944724103e+00	-7.819228589253723882e-01	8.652051277154950704e-01
3.274737075637932960e-05	2.578731867262071820e-01	-1.912698180720524554e-01	1.407119200686315352e+00	1.099276169564893380e+00	-2.079415125149123966e+00
2.326976142225742599e-03	-9.801618991973042316e-01	1.283346101569062259e-01	-1.328089475983194045e+00	1.345525401562616352e+00	4.931689279453621011e-01
1.479919157286039069e-04	-2.387145048711797557e+00	1.559209809406400193e+00	8.773912924557361048e-01	-1.697430738408156614e+00	-2.349857880393321774e-01
1.905644653023838087e-03	-3.177552353434452970e-01	1.461285382552871770e+00	-1.207008237379289861e+00	8.326386319149863269e-01	-7.346066257246057774e-01
1.040384990485220391e-04	-2.432546375132432770e-01	-9.373313384025567796e-01	-1.151072032611750506e+00	2.146943562769017433e+00	-1.596759671395116875e+00
1.808691929940845541e-03	1.696445330197074997e-01	9.806836706090686917e-01	-1.498173084275117584e-01	-8.861986662354068844e-01	-1.137005421549353912e+00
4.661003744695743807e-04	-3.215101780491496086e-01	1.169013720184600924e+00	-2.005963698184618504e+00	-9.430123265088130591e-01	-2.749781847861901274e-01
2.423271134842387969e-03	-1.254813408312184242e-01	7.753745747216870265e-01	6.182352670204591671e-01	-3.604974665645672705e-01	1.039732866540479916e+00
9.647895302959440603e-04	-9.726774290921278432e-01	-1.828925273886119474e-01	-6.173625576526988734e-01	2.151577641940549679e+00	1.345562217072543421e+00
2.505116741433160033e-03	1.913008434297698290e-01	1.334530246574792578e+00	-3.347074726821129831e-01	1.850422866879118944e-01	-9.853827834708408506e-01
3.781735993056662987e-03	-6.568504055476049874e-01	6.758735547215594108e-01	-1.150130711389786731e+00	1.585711795347737096e+00	-3.518882173187573015e-01
1.220817231389633925e-03	2.249470807793128024e-01	7.739491439851128307e-01	-1.095688230115545503e+00	5.367918987061992553e-02	1.288388657160934203e+00
1.898175794662485330e-03	-1.605153821188643470e-01	-8.864771415293770662e-01	-4.534745523974650361e-01	9.790104030924908773e-01	-3.836574029044751422e-01
1.364559363981926194e-03	-1.899931056923430894e+00	1.340925808000167585e+00	-4.972569793785328041e-01	6.615358673615747698e-01	9.026661174382027975e-01
2.023915533465425309e-03	-1.544770305272130662e-02	5.745805882903175510e-01	4.396567641902085488e-01	3.016787107331495577e+00	4.564374831029873181e-01
4.162786488806480533e-05	-4.615147798456068484e-01	-3.949362164992902269e-01	2.133128804438156667e+00	8.029282721879440476e-01	1.292050095914193175e+00
2.429230619044358414e-03	-8.654604455128942497e-01	6.457905601918375593e-01	-8.410439316802285070e-01	2.497335967336371532e+00	7.438161210747376018e-01
9.384444683298684593e-04	8.779408175295880801e-01	1.294419296163881850e+00	9.986122263410140976e-02	1.527373405615184865e+00	1.094461137988721688e+00
