-4.070619733900396331e-01	7.568142478382491323e-01	-2.626275297135229891e-01	1.320061103382842438e+00	2.050065693944246592e-01
-4.070620708416576861e-01	7.567832400234092427e-01	-2.626348053351705847e-01	1.320100514238324418e+00	2.050231909014772758e-01
-4.071200268144691825e-01	7.568054518648087425e-01	-2.626318599101852835e-01	1.320120885689715529e+00	2.050245468271262583e-01
-4.070903554603280128e-01	7.567494092334873246e-01	-2.626728750620636599e-01	1.320122427857797875e+00	2.050239140629367962e-01
-4.070086151579415112e-01	7.567722352248783535e-01	-2.626352648348863617e-01	1.320121511401883163e+00	2.050246713927753039e-01
-4.070567805307458431e-01	7.568151620377455702e-01	-2.626089977506888551e-01	1.320095399328526042e+00	2.050206400676769514e-01
-4.070713100824374098e-01	7.568643538529449266e-01	-2.626424135306766328e-01	1.320117767784557472e+00	2.050473839472557180e-01
-4.070832659546166354e-01	7.568054838776695492e-01	-2.626258837207782193e-01	1.320165090187065182e+00	2.050613502990216996e-01
-4.070297193965591864e-01	7.568127929768744266e-01	-2.626203657920695989e-01	1.320136311396852502e+00	2.050082754111328676e-01
-4.071080251791900362e-01	7.568393292000747952e-01	-2.626698771332049431e-01	1.320120564113015149e+00	2.050305572915733232e-01
-4.071242250982289312e-01	7.568473798214973014e-01	-2.626352644390401170e-01	1.320121278477182747e+00	2.050252420929881136e-01
-4.070177141795003894e-01	7.568092815380896843e-01	-2.626313730849962891e-01	1.320121452771217951e+00	2.050255394097355577e-01
-4.070863639841226789e-01	7.568074506960791314e-01	-2.626541878952002307e-01	1.320124180226740274e+00	2.050288793491934491e-01
-4.070377067043940977e-01	7.567813324586496471e-01	-2.626450384215586187e-01	1.320111644645529880e+00	2.050251589674272346e-01
-4.070681178388914079e-01	7.568273551214294015e-01	-2.626434278985986803e-01	1.320134563376350156e+00	2.050245337384959121e-01
-4.070606444365525434e-01	7.568048695098649192e-01	-2.626119949164295586e-01	1.320115045750161364e+00	2.050208390522014201e-01
-4.070984716409540294e-01	7.567981840221631451e-01	-2.626360191509390929e-01	1.320123581649242261e+00	2.050225101025720809e-01
-4.070590163279044216e-01	7.568071334372917791e-01	-2.626309924936327533e-01	1.320120812522551645e+00	2.050248633388999375e-01
-4.070384471473577626e-01	7.567970200529080538e-01	-2.626188474191109012e-01	1.320121333830951649e+00	2.050214829012452500e-01
-4.071099662230163729e-01	7.568628807199044850e-01	-2.626350866657624628e-01	1.320121116447917187e+00	2.050294148509533010e-01
-4.070705782949640139e-01	7.568147261711288820e-01	-2.626060401409054945e-01	1.320138654116673971e+00	2.050270935260062044e-01
-4.070930828375182164e-01	7.567448020496391203e-01	-2.626387695326701799e-01	1.320122059484860388e+00	2.050233853266048012e-01
-4.070577856612515588e-01	7.568001467303091534e-01	-2.626340378543598475e-01	1.320120740706966167e+00	2.050288739831527263e-01
